ID Type Location PackSize FlowDur FlowRate Protocol SourceIP DestIP SourcePort DestPort ConnCount AnomScore ReputScore TrustLevel Attack
3 Sensor 2 325 20 173 UDP 192.168.1.17 192.168.1.9 16541 42239 31 1.5 80 90 0
3 Edge 4 492 14 62 UDP 192.168.1.16 192.168.1.14 20035 35803 32 0.1 80 83 0
4 Edge 2 200 17 121 TCP 192.168.1.8 192.168.1.19 12672 35330 10 0.8 97 89 0
2 Sensor 1 400 16 148 TCP 192.168.1.24 192.168.1.3 21003 27627 38 0.9 85 95 0
3 Sensor 3 127 15 68 UDP 192.168.1.5 192.168.1.8 6323 25863 40 1.3 87 84 0
2 Sensor 4 441 16 80 TCP 192.168.1.23 192.168.1.19 11258 40190 37 1.8 83 100 0
2 Edge 2 217 13 122 TCP 192.168.1.23 192.168.1.8 16604 40446 38 0.7 89 96 0
3 Sensor 3 254 15 99 TCP 192.168.1.14 192.168.1.15 10621 31081 10 0.6 96 89 0
3 Edge 4 101 1.9 18638 TCP 192.168.1.7 192.168.1.2 3617 25106 15 2.5 40 39 1
2 Sensor 1 400 19 79 UDP 192.168.1.7 192.168.1.24 14846 48527 27 0.4 86 90 0
3 Edge 3 509 17 60 UDP 192.168.1.24 192.168.1.8 4279 46793 14 1 95 95 0
1 Sensor 4 187 11 27 TCP 192.168.1.6 192.168.1.23 3698 31923 17 0.4 86 80 0
3 Sensor 1 286 16 122 UDP 192.168.1.12 192.168.1.16 14673 38255 19 0.9 87 85 0
1 Edge 1 160 13 33 UDP 192.168.1.21 192.168.1.11 5310 30858 32 1 89 84 0
1 Sensor 4 1356 1.8 132 UDP 192.168.1.57 192.168.1.13 11290 29111 25 2.6 40 35 1
2 Sensor 2 362 17 33 UDP 192.168.1.4 192.168.1.5 14199 27369 34 1.3 85 98 0
2 Edge 4 208 11 102 UDP 192.168.1.3 192.168.1.6 9757 32983 24 0.7 95 88 0
3 Edge 4 451 12 183 UDP 192.168.1.2 192.168.1.18 11301 39062 31 0.4 82 83 0
4 Edge 2 330 11 66 UDP 192.168.1.13 192.168.1.2 16276 41940 31 0.4 88 94 0
1 Edge 1 204 18 197 TCP 192.168.1.20 192.168.1.15 9286 19591 238 2.7 34 26 1
1 Sensor 2 302 12 176 UDP 192.168.1.3 192.168.1.10 17288 45089 25 0.5 83 88 0
4 Sensor 2 375 20 55 UDP 192.168.1.6 192.168.1.16 8436 37367 23 1.8 80 97 0
1 Edge 1 390 16 196 UDP 192.168.1.4 192.168.1.8 6955 41735 16 1.5 95 96 0
3 Edge 2 139 11 49 UDP 192.168.1.6 192.168.1.18 3575 47088 37 1.1 87 98 0
2 Edge 4 330 10 26 UDP 192.168.1.2 192.168.1.21 18989 25707 31 2 84 88 0
3 Sensor 3 408 12 40 UDP 192.168.1.18 192.168.1.15 8975 27523 33 1.5 84 96 0
3 Sensor 2 381 15 110 TCP 192.168.1.6 192.168.1.22 20841 32405 27 0 87 95 0
1 Sensor 4 1012 2 158 TCP 192.168.1.14 192.168.1.21 12809 40697 36 2.7 33 27 1
2 Sensor 2 311 10 149 UDP 192.168.1.18 192.168.1.9 19250 26986 26 1.4 85 88 0
1 Edge 3 279 10 68 UDP 192.168.1.12 192.168.1.13 14833 48779 24 1.2 91 97 0
2 Sensor 1 214 16 99 UDP 192.168.1.17 192.168.1.14 20355 32049 19 1.1 93 90 0
4 Sensor 4 151 18 145 TCP 192.168.1.7 192.168.1.5 17657 47032 19 0.3 95 83 0
2 Sensor 4 98 15 58 TCP 192.168.1.13 192.168.1.14 18063 44622 24 1.9 97 83 0
2 Edge 2 94 10 52 TCP 192.168.1.14 192.168.1.10 19787 46305 26 2 83 98 0
4 Sensor 4 450 16 181 UDP 192.168.1.8 192.168.1.3 6266 42267 31 0.4 80 95 0
3 Sensor 3 98 11 23 UDP 192.168.1.23 192.168.1.20 3362 34874 36 1.1 85 88 0
1 Sensor 1 292 16 93 UDP 192.168.1.14 192.168.1.20 9442 39530 24 1.3 96 80 0
2 Edge 1 186 19 188 UDP 192.168.1.9 192.168.1.17 19656 27387 16 1.8 94 81 0
3 Edge 1 181 1.2 11061 TCP 192.168.1.9 192.168.1.68 14174 41715 21 2.6 38 25 1
3 Edge 3 1509 1.1 118 TCP 192.168.1.15 192.168.1.8 1264 27771 34 2.7 30 25 1
1 Sensor 4 154 18 36 UDP 192.168.1.6 192.168.1.6 20919 48291 30 2 99 96 0
1 Edge 1 230 12 50 TCP 192.168.1.23 192.168.1.13 24535 48499 40 1.8 87 100 0
2 Edge 3 394 14 32 TCP 192.168.1.19 192.168.1.8 18456 47505 18 1.6 87 81 0
3 Edge 1 447 14 114 UDP 192.168.1.18 192.168.1.9 24367 44018 40 0.5 92 81 0
3 Edge 2 333 10 35 TCP 192.168.1.9 192.168.1.17 20166 47426 24 2 93 94 0
3 Edge 3 290 13 62 TCP 192.168.1.14 192.168.1.18 22588 27847 24 1.6 98 83 0
3 Sensor 4 236 19 158 TCP 192.168.1.6 192.168.1.14 14580 37112 29 0.9 97 97 0
2 Edge 1 318 13 139 UDP 192.168.1.11 192.168.1.9 14344 46187 26 1.2 91 97 0
3 Sensor 4 509 19 141 TCP 192.168.1.22 192.168.1.2 18901 48749 36 1.8 86 96 0
1 Sensor 2 198 17 188 UDP 192.168.1.8 192.168.1.6 21705 36218 31 2 90 94 0
2 Sensor 4 509 13 125 TCP 192.168.1.14 192.168.1.4 14328 25689 10 0 100 91 0
2 Edge 3 112 19 115 UDP 192.168.1.18 192.168.1.3 1928 43699 19 0.5 87 96 0
4 Sensor 2 334 11 92 UDP 192.168.1.22 192.168.1.13 20377 36944 25 1.6 81 98 0
2 Edge 4 102 12 21 TCP 192.168.1.18 192.168.1.9 21378 33551 15 0.7 99 80 0
4 Edge 3 135 14 168 TCP 192.168.1.10 192.168.1.11 10834 39112 15 1.5 95 95 0
4 Sensor 4 270 20 127 TCP 192.168.1.10 192.168.1.9 21787 42446 30 2 96 85 0
3 Edge 2 317 20 88 UDP 192.168.1.13 192.168.1.22 13098 29337 14 1 87 84 0
3 Edge 4 266 10 113 UDP 192.168.1.14 192.168.1.18 8008 41849 16 1.7 93 90 0
1 Edge 2 457 15 28 TCP 192.168.1.20 192.168.1.23 11483 47207 20 1.5 87 83 0
2 Edge 3 121 16 75 UDP 192.168.1.18 192.168.1.8 24109 27077 29 0.9 99 97 0
4 Edge 3 430 14 30 UDP 192.168.1.14 192.168.1.8 4042 30052 14 1.7 89 86 0
1 Sensor 3 430 11 145 UDP 192.168.1.24 192.168.1.24 20909 36579 34 0.7 82 94 0
2 Sensor 3 226 20 139 TCP 192.168.1.10 192.168.1.13 9984 36742 40 0.8 97 82 0
1 Sensor 2 247 16 12 UDP 192.168.1.2 192.168.1.12 1172 46904 33 0.5 98 94 0
4 Edge 3 105 20 51 UDP 192.168.1.19 192.168.1.6 12138 43574 17 1.9 83 83 0
2 Sensor 1 330 18 39 UDP 192.168.1.14 192.168.1.16 14449 42341 13 0.3 88 84 0
1 Edge 4 499 10 46 TCP 192.168.1.24 192.168.1.14 19660 35062 24 1.1 82 90 0
3 Sensor 4 436 13 63 TCP 192.168.1.24 192.168.1.13 20288 43359 16 0 82 84 0
2 Edge 3 303 10 117 UDP 192.168.1.6 192.168.1.18 12799 41444 31 2 80 86 0
4 Edge 2 403 16 146 UDP 192.168.1.19 192.168.1.16 1107 32400 34 1.2 84 96 0
1 Edge 3 504 10 95 TCP 192.168.1.4 192.168.1.24 10712 27058 29 0.4 95 98 0
4 Sensor 4 504 20 115 TCP 192.168.1.5 192.168.1.10 13068 28645 28 1.8 92 97 0
3 Sensor 4 135 12 36 UDP 192.168.1.18 192.168.1.16 11275 26608 34 1.8 99 94 0
3 Sensor 1 329 1.6 15720 UDP 192.168.1.9 192.168.1.61 13249 31343 298 2.6 39 31 1
2 Edge 4 371 13 113 TCP 192.168.1.20 192.168.1.19 17478 37613 14 1 87 87 0
3 Edge 2 453 18 159 TCP 192.168.1.15 192.168.1.3 16993 29526 13 0.9 83 82 0
3 Edge 1 318 15 113 UDP 192.168.1.35 192.168.1.4 3421 23392 390 2.9 36 39 1
1 Sensor 1 336 19 141 UDP 192.168.1.12 192.168.1.19 4288 42206 18 1.4 87 90 0
1 Edge 1 497 11 45 UDP 192.168.1.3 192.168.1.15 18758 33942 37 2 83 97 0
1 Edge 1 102 17 14 UDP 192.168.1.20 192.168.1.8 14911 47383 12 0.6 92 96 0
1 Sensor 1 507 10 175 UDP 192.168.1.5 192.168.1.17 18976 26936 31 0.9 89 93 0
3 Sensor 1 383 13 88 UDP 192.168.1.24 192.168.1.24 24886 41964 24 0.4 94 81 0
3 Sensor 3 228 20 71 TCP 192.168.1.16 192.168.1.24 14003 29494 37 0.5 89 97 0
4 Sensor 4 344 13 133 UDP 192.168.1.21 192.168.1.24 16669 35726 25 1.1 81 91 0
2 Edge 1 219 18 190 UDP 192.168.1.23 192.168.1.6 19118 44550 19 0.4 81 85 0
2 Edge 3 507 11 129 UDP 192.168.1.11 192.168.1.24 9546 46489 26 1.6 88 95 0
4 Sensor 2 439 13 69 TCP 192.168.1.19 192.168.1.5 24189 32684 30 1.1 80 95 0
4 Edge 2 228 11 47 TCP 192.168.1.4 192.168.1.19 15013 46443 11 0.4 93 83 0
1 Edge 4 114 11 190 UDP 192.168.1.18 192.168.1.19 1884 32426 17 2 93 80 0
2 Edge 2 79 14 118 UDP 192.168.1.5 192.168.1.6 17812 27335 38 1.5 81 97 0
2 Edge 2 159 20 46 UDP 192.168.1.14 192.168.1.13 15343 26300 34 1.6 98 84 0
2 Edge 4 103 14 160 UDP 192.168.1.4 192.168.1.19 8084 37449 18 1 93 99 0
3 Sensor 1 191 15 144 UDP 192.168.1.9 192.168.1.13 13026 30493 28 1.1 98 94 0
3 Sensor 3 479 18 174 TCP 192.168.1.15 192.168.1.10 3107 40873 29 1 81 92 0
4 Edge 4 390 10 141 TCP 192.168.1.13 192.168.1.13 13094 25850 31 0.5 97 83 0
4 Sensor 1 234 17 169 UDP 192.168.1.17 192.168.1.16 6038 31501 37 0.5 89 94 0
1 Sensor 4 394 10 74 TCP 192.168.1.10 192.168.1.13 16104 44053 35 0.5 86 94 0
1 Sensor 2 197 12 24 UDP 192.168.1.5 192.168.1.17 21255 29481 23 1.3 96 91 0
2 Edge 2 126 14 154 UDP 192.168.1.22 192.168.1.7 13732 27144 37 2 95 92 0
3 Sensor 3 228 16 107 UDP 192.168.1.4 192.168.1.11 24692 28154 17 0.1 88 83 0
2 Sensor 1 508 14 197 UDP 192.168.1.14 192.168.1.3 7840 26970 26 0.2 92 81 0
2 Edge 3 282 14 37 UDP 192.168.1.21 192.168.1.6 2949 29387 25 1.4 89 91 0
2 Edge 2 162 20 75 TCP 192.168.1.17 192.168.1.24 22192 29681 31 0 83 84 0
4 Sensor 1 497 13 86 TCP 192.168.1.22 192.168.1.8 3320 40910 39 1.2 88 95 0
1 Sensor 3 191 15 13 UDP 192.168.1.12 192.168.1.23 10337 29138 17 0.3 85 100 0
4 Sensor 1 75 19 36 TCP 192.168.1.14 192.168.1.3 13456 41818 29 1.2 89 100 0
4 Edge 2 332 20 136 TCP 192.168.1.3 192.168.1.15 8100 34033 14 1.5 87 100 0
4 Sensor 4 437 16 193 TCP 192.168.1.12 192.168.1.19 21607 27345 16 1.4 88 83 0
1 Edge 3 385 13 88 TCP 192.168.1.3 192.168.1.10 19931 47187 16 0.7 85 83 0
4 Sensor 4 84 1.7 19184 UDP 192.168.1.80 192.168.1.81 12701 35356 33 2.9 40 45 1
1 Edge 4 445 11 23 UDP 192.168.1.23 192.168.1.19 4530 16649 34 2.6 31 41 1
2 Sensor 3 132 12 100 TCP 192.168.1.6 192.168.1.13 13299 30843 16 0.3 84 84 0
2 Sensor 1 501 13 42 UDP 192.168.1.6 192.168.1.22 20835 43224 34 0.7 97 83 0
4 Edge 3 402 13 33 UDP 192.168.1.14 192.168.1.13 6867 41159 22 1.6 85 81 0
3 Sensor 1 409 13 32 UDP 192.168.1.22 192.168.1.23 19159 48397 34 1.3 95 87 0
3 Sensor 4 114 16 64 UDP 192.168.1.15 192.168.1.3 18377 30596 35 0.6 99 88 0
2 Edge 4 363 20 99 UDP 192.168.1.9 192.168.1.3 21117 25193 26 1.2 84 81 0
4 Edge 1 92 11 189 UDP 192.168.1.7 192.168.1.3 17134 29496 16 0.8 87 84 0
4 Edge 2 423 16 123 UDP 192.168.1.15 192.168.1.6 8645 41729 26 0.4 84 81 0
3 Edge 2 294 10 15 TCP 192.168.1.9 192.168.1.8 15394 43906 25 0.9 86 90 0
1 Sensor 4 276 17 101 UDP 192.168.1.3 192.168.1.7 13493 29248 16 1.3 87 89 0
3 Sensor 2 418 11 125 UDP 192.168.1.16 192.168.1.7 19819 45769 38 1 80 88 0
1 Edge 2 213 15 138 UDP 192.168.1.7 192.168.1.9 17191 29208 36 0.4 88 94 0
4 Edge 4 161 17 183 UDP 192.168.1.15 192.168.1.21 2618 48761 38 0.6 81 95 0
2 Edge 4 246 10 117 UDP 192.168.1.15 192.168.1.9 11706 34553 30 0.8 80 86 0
3 Sensor 3 347 10 113 UDP 192.168.1.13 192.168.1.12 21187 33601 21 1.2 88 82 0
4 Sensor 4 255 15 170 TCP 192.168.1.11 192.168.1.24 6091 26436 29 0.8 94 92 0
2 Sensor 3 398 14 107 TCP 192.168.1.24 192.168.1.12 10615 41971 24 0 97 92 0
1 Sensor 2 433 20 27 UDP 192.168.1.12 192.168.1.70 7580 37471 280 2.9 36 26 1
2 Edge 2 306 13 66 UDP 192.168.1.24 192.168.1.23 13817 33384 20 0.3 81 80 0
3 Sensor 4 313 13 160 UDP 192.168.1.18 192.168.1.21 23593 42196 37 0.5 93 92 0
3 Sensor 4 385 12 33 TCP 192.168.1.22 192.168.1.20 24692 37169 40 0.5 98 91 0
2 Sensor 2 242 12 101 TCP 192.168.1.11 192.168.1.10 6181 34902 10 0.4 93 98 0
1 Edge 3 486 13 17 TCP 192.168.1.16 192.168.1.12 9549 35434 36 2 99 100 0
3 Sensor 2 391 10 173 UDP 192.168.1.5 192.168.1.6 15474 48537 20 0.5 100 95 0
2 Sensor 2 247 15 189 UDP 192.168.1.18 192.168.1.13 3037 44312 24 1 91 95 0
2 Sensor 2 389 18 146 UDP 192.168.1.24 192.168.1.22 15505 45543 40 0.5 91 93 0
1 Edge 4 212 17 78 UDP 192.168.1.7 192.168.1.4 14062 26987 36 1.5 100 97 0
3 Edge 3 357 17 149 TCP 192.168.1.13 192.168.1.24 4976 45010 21 1.2 96 98 0
3 Edge 3 108 17 14 TCP 192.168.1.16 192.168.1.3 12947 39765 29 1.9 99 95 0
2 Sensor 2 472 1.2 11390 UDP 192.168.1.17 192.168.1.78 17892 27604 392 2.9 36 42 1
4 Edge 2 339 11 174 TCP 192.168.1.8 192.168.1.24 23445 34351 13 0.5 94 83 0
3 Edge 3 260 16 169 TCP 192.168.1.11 192.168.1.3 8513 41717 19 2 82 93 0
3 Edge 1 234 11 26 UDP 192.168.1.13 192.168.1.13 8169 41950 24 1.9 86 85 0
2 Edge 3 213 16 138 TCP 192.168.1.16 192.168.1.13 17763 45060 11 0.4 90 87 0
2 Edge 2 258 13 148 TCP 192.168.1.18 192.168.1.10 9096 37333 12 1.8 98 94 0
2 Sensor 1 79 20 92 TCP 192.168.1.19 192.168.1.3 5902 38932 33 0.1 86 93 0
2 Edge 4 209 18 78 UDP 192.168.1.15 192.168.1.17 12090 41506 30 2 100 98 0
1 Sensor 3 90 13 136 TCP 192.168.1.5 192.168.1.4 19005 32301 26 1.6 80 87 0
2 Sensor 4 75 17 103 UDP 192.168.1.19 192.168.1.8 21972 35533 25 1.4 92 95 0
2 Sensor 2 460 19 159 TCP 192.168.1.24 192.168.1.20 10315 36031 27 1.2 98 88 0
4 Edge 4 394 20 18 UDP 192.168.1.4 192.168.1.4 18464 32478 26 1.3 100 97 0
2 Sensor 2 91 10 46 UDP 192.168.1.10 192.168.1.3 15695 48719 10 0.3 99 97 0
2 Edge 1 407 11 149 TCP 192.168.1.18 192.168.1.6 11771 40479 38 0.9 94 90 0
2 Edge 4 206 11 191 TCP 192.168.1.8 192.168.1.10 21357 45314 40 0.7 98 83 0
2 Sensor 4 257 10 94 TCP 192.168.1.18 192.168.1.18 22320 43153 28 0.3 95 88 0
1 Edge 3 241 20 175 UDP 192.168.1.22 192.168.1.2 17772 43333 25 1.2 81 83 0
4 Edge 1 339 11 180 UDP 192.168.1.12 192.168.1.23 11413 32877 28 0.3 80 89 0
4 Edge 2 136 16 170 TCP 192.168.1.11 192.168.1.5 12122 36862 29 1.5 85 99 0
4 Edge 2 174 19 160 UDP 192.168.1.8 192.168.1.18 9032 40562 32 0.2 88 87 0
2 Edge 4 417 10 26 UDP 192.168.1.10 192.168.1.13 1626 38453 24 0.1 90 81 0
4 Sensor 4 282 12 24 UDP 192.168.1.17 192.168.1.13 22658 39691 28 0.1 96 93 0
1 Sensor 1 509 17 127 TCP 192.168.1.22 192.168.1.8 21275 42098 19 0.8 98 86 0
4 Sensor 1 504 12 76 UDP 192.168.1.8 192.168.1.15 16453 45151 18 0 88 87 0
4 Edge 3 367 20 186 UDP 192.168.1.18 192.168.1.4 10217 33105 13 0 83 87 0
1 Sensor 3 76 16 57 UDP 192.168.1.21 192.168.1.24 7414 36147 29 1.6 96 94 0
3 Edge 4 388 15 13 TCP 192.168.1.21 192.168.1.6 19108 34834 39 1.2 82 92 0
4 Sensor 3 362 19 92 TCP 192.168.1.12 192.168.1.6 22568 30733 36 1 95 95 0
2 Edge 2 329 10 142 UDP 192.168.1.24 192.168.1.23 19370 44149 37 1.1 94 88 0
2 Edge 2 170 10 106 UDP 192.168.1.23 192.168.1.20 2844 37352 34 1.6 99 91 0
3 Edge 1 72 10 175 TCP 192.168.1.21 192.168.1.20 20140 42200 31 0.6 86 83 0
1 Sensor 4 209 13 120 TCP 192.168.1.7 192.168.1.13 4955 45481 37 0 91 93 0
3 Sensor 3 161 17 83 UDP 192.168.1.9 192.168.1.23 1837 37782 13 1 91 97 0
2 Sensor 1 244 13 163 UDP 192.168.1.13 192.168.1.24 9223 42233 18 2 86 86 0
2 Edge 2 207 19 26 TCP 192.168.1.7 192.168.1.19 16386 32696 12 1.3 92 80 0
4 Edge 4 168 19 67 TCP 192.168.1.11 192.168.1.8 12945 41096 23 0.2 96 87 0
1 Edge 2 172 14 184 UDP 192.168.1.23 192.168.1.6 6736 46756 26 1.7 100 94 0
1 Sensor 1 179 17 77 UDP 192.168.1.20 192.168.1.19 9103 47990 29 0.3 90 99 0
4 Edge 4 379 19 92 UDP 192.168.1.17 192.168.1.22 18534 43176 10 1.9 99 93 0
3 Edge 2 117 20 107 UDP 192.168.1.12 192.168.1.7 12690 41234 18 0.7 87 98 0
1 Sensor 1 110 12 68 UDP 192.168.1.7 192.168.1.14 20320 43316 34 1.9 85 83 0
3 Sensor 2 467 19 115 UDP 192.168.1.14 192.168.1.18 16337 30294 15 0.8 83 91 0
4 Sensor 3 464 16 182 TCP 192.168.1.7 192.168.1.24 22335 33065 24 0 81 89 0
1 Sensor 4 319 13 140 UDP 192.168.1.10 192.168.1.11 24460 27187 13 1.2 83 91 0
2 Edge 4 119 12 15 UDP 192.168.1.66 192.168.1.15 18755 31459 255 2.9 36 36 1
1 Edge 1 357 16 52 UDP 192.168.1.24 192.168.1.14 17403 44747 35 1.5 84 83 0
4 Sensor 3 449 19 162 TCP 192.168.1.19 192.168.1.8 15406 27497 36 0.1 97 96 0
1 Edge 2 420 19 164 TCP 192.168.1.22 192.168.1.19 19024 42564 25 1.5 90 94 0
4 Edge 3 88 1.4 11356 UDP 192.168.1.14 192.168.1.72 7337 19648 15 2.6 36 25 1
1 Edge 4 504 20 188 UDP 192.168.1.12 192.168.1.5 22126 31940 17 0.2 83 88 0
4 Edge 4 169 15 70 UDP 192.168.1.10 192.168.1.24 2392 32632 21 0.9 88 95 0
3 Edge 2 398 16 108 UDP 192.168.1.5 192.168.1.8 12707 38917 31 0.4 80 87 0
2 Sensor 2 286 10 155 UDP 192.168.1.8 192.168.1.17 12971 30857 21 1.7 81 83 0
4 Sensor 2 229 11 144 TCP 192.168.1.15 192.168.1.20 10401 36433 32 1.7 91 80 0
3 Edge 3 152 11 175 TCP 192.168.1.15 192.168.1.2 1908 47903 24 2 93 91 0
3 Sensor 4 370 17 34 UDP 192.168.1.23 192.168.1.6 24363 28397 37 1.5 88 96 0
2 Sensor 4 202 19 156 TCP 192.168.1.15 192.168.1.24 8572 46176 29 1.1 90 99 0
2 Sensor 4 87 20 58 UDP 192.168.1.21 192.168.1.8 5108 34860 27 0.4 95 97 0
4 Edge 4 482 19 138 UDP 192.168.1.17 192.168.1.21 23682 33946 22 0.7 90 80 0
4 Sensor 3 123 11 15 UDP 192.168.1.23 192.168.1.24 11115 25077 12 0.4 100 97 0
4 Sensor 3 175 15 140 UDP 192.168.1.12 192.168.1.17 20009 28405 35 1.2 93 86 0
2 Edge 4 486 20 193 UDP 192.168.1.74 192.168.1.16 5400 26283 390 2.9 32 45 1
2 Edge 1 315 12 162 TCP 192.168.1.19 192.168.1.9 21843 38323 37 0 90 96 0
4 Sensor 3 477 11 51 TCP 192.168.1.16 192.168.1.21 2766 35838 20 1.9 97 89 0
3 Sensor 2 139 19 49 UDP 192.168.1.4 192.168.1.8 1601 43203 33 1 83 82 0
2 Sensor 1 414 12 135 TCP 192.168.1.8 192.168.1.23 18902 44948 38 1.5 98 91 0
3 Edge 4 290 11 164 TCP 192.168.1.5 192.168.1.22 16078 26578 28 0.8 86 94 0
3 Sensor 1 113 10 27 TCP 192.168.1.21 192.168.1.15 4777 34727 18 1.4 86 82 0
3 Edge 3 316 17 85 TCP 192.168.1.3 192.168.1.6 23961 42502 35 0.4 89 82 0
2 Sensor 2 366 12 73 UDP 192.168.1.19 192.168.1.4 10131 34208 22 1.5 85 99 0
3 Edge 4 311 13 106 UDP 192.168.1.18 192.168.1.5 16598 26509 19 1.4 90 91 0
2 Sensor 4 233 11 86 TCP 192.168.1.17 192.168.1.5 22504 31778 34 1.9 100 100 0
3 Sensor 3 266 14 68 UDP 192.168.1.12 192.168.1.21 20631 37416 23 1.7 91 81 0
3 Edge 4 315 20 77 UDP 192.168.1.13 192.168.1.15 8378 47884 20 1.5 87 82 0
1 Sensor 4 281 20 75 UDP 192.168.1.14 192.168.1.4 18803 26424 37 0.7 98 86 0
1 Sensor 2 99 18 11 UDP 192.168.1.9 192.168.1.15 24143 25070 37 0.6 93 98 0
1 Edge 2 342 19 45 UDP 192.168.1.21 192.168.1.22 11785 42053 15 1.4 86 82 0
4 Edge 2 456 16 68 UDP 192.168.1.14 192.168.1.22 4362 46076 10 0.7 93 90 0
3 Edge 1 155 12 139 UDP 192.168.1.16 192.168.1.19 2680 36683 12 0.2 95 95 0
4 Edge 4 462 18 39 TCP 192.168.1.14 192.168.1.2 8997 33168 13 2 94 95 0
2 Sensor 4 495 11 92 UDP 192.168.1.10 192.168.1.9 22623 44898 14 1.8 99 81 0
3 Sensor 4 401 20 55 UDP 192.168.1.11 192.168.1.21 12875 26312 20 0.5 90 93 0
4 Edge 2 265 12 126 UDP 192.168.1.10 192.168.1.23 19618 45332 10 1.9 83 95 0
4 Edge 3 66 11 82 UDP 192.168.1.19 192.168.1.12 11442 42413 30 0.5 96 100 0
3 Edge 1 273 20 40 UDP 192.168.1.14 192.168.1.22 18445 34454 22 0.7 88 87 0
2 Sensor 2 206 16 30 UDP 192.168.1.18 192.168.1.11 5765 40729 20 1.1 88 92 0
2 Sensor 1 459 15 121 TCP 192.168.1.20 192.168.1.14 12370 26580 295 2.9 36 33 1
2 Sensor 2 376 11 187 TCP 192.168.1.24 192.168.1.8 11765 31765 18 0.9 83 100 0
2 Sensor 3 435 15 168 UDP 192.168.1.4 192.168.1.21 15562 47061 14 0.2 81 90 0
3 Edge 3 291 15 113 UDP 192.168.1.24 192.168.1.4 12951 45686 18 1.9 92 96 0
2 Sensor 3 135 10 198 UDP 192.168.1.20 192.168.1.2 17558 45523 19 1.1 99 94 0
4 Sensor 4 207 15 39 TCP 192.168.1.19 192.168.1.12 23095 33526 15 0.3 100 100 0
3 Sensor 2 381 17 73 TCP 192.168.1.20 192.168.1.6 19832 35613 28 1.5 80 91 0
3 Edge 1 124 16 78 TCP 192.168.1.7 192.168.1.8 17619 28711 17 1.2 99 84 0
1 Sensor 1 116 12 112 UDP 192.168.1.13 192.168.1.11 22506 42588 27 0.1 95 85 0
2 Sensor 2 365 18 179 UDP 192.168.1.10 192.168.1.9 16419 42241 16 0.4 88 97 0
3 Sensor 2 284 1.7 18593 UDP 192.168.1.12 192.168.1.14 7262 19625 21 2.8 31 29 1
4 Edge 2 209 16 152 UDP 192.168.1.19 192.168.1.14 14274 31505 11 0.4 94 80 0
2 Edge 4 117 11 72 TCP 192.168.1.21 192.168.1.7 1846 30064 22 1.6 83 81 0
4 Edge 2 162 10 56 TCP 192.168.1.12 192.168.1.2 1131 44722 19 0.6 100 100 0
1 Sensor 2 351 12 140 UDP 192.168.1.4 192.168.1.9 18685 42782 28 0.2 87 93 0
2 Edge 3 1370 1.3 91 TCP 192.168.1.17 192.168.1.31 10351 35856 13 2.8 30 31 1
4 Edge 3 405 13 157 TCP 192.168.1.24 192.168.1.18 11022 30826 29 0.3 98 87 0
1 Edge 2 339 13 33 UDP 192.168.1.2 192.168.1.3 19438 29538 30 1.9 80 89 0
1 Edge 2 473 11 191 TCP 192.168.1.14 192.168.1.2 18145 33095 25 1.1 99 80 0
3 Edge 3 352 20 48 TCP 192.168.1.8 192.168.1.16 12344 37568 29 0.9 97 86 0
4 Sensor 4 242 16 139 TCP 192.168.1.12 192.168.1.15 9939 30241 40 0.7 93 98 0
1 Edge 3 329 10 108 UDP 192.168.1.24 192.168.1.13 13380 38076 34 1.7 96 89 0
3 Sensor 4 434 10 132 TCP 192.168.1.17 192.168.1.2 24635 38583 32 0.9 90 88 0
3 Sensor 2 65 15 94 UDP 192.168.1.4 192.168.1.9 10217 44918 19 0.9 86 93 0
1 Sensor 3 475 13 81 TCP 192.168.1.10 192.168.1.17 46164 29034 40 2.5 37 30 1
2 Edge 4 140 2 15475 UDP 192.168.1.20 192.168.1.3 12740 36989 30 2.5 35 32 1
4 Sensor 2 249 14 52 UDP 192.168.1.17 192.168.1.23 20847 32326 11 0.7 85 97 0
1 Edge 3 228 16 54 TCP 192.168.1.18 192.168.1.7 16992 40413 36 1.5 98 94 0
4 Edge 4 143 18 14 TCP 192.168.1.12 192.168.1.3 21568 39457 17 1.8 85 83 0
3 Sensor 4 231 20 14 TCP 192.168.1.18 192.168.1.10 8023 28757 22 0.4 81 100 0
2 Edge 1 1152 1.7 171 UDP 192.168.1.11 192.168.1.21 10454 28073 18 2.5 33 43 1
2 Edge 1 163 10 194 UDP 192.168.1.19 192.168.1.7 15888 32230 23 1.1 84 94 0
1 Edge 2 139 10 60 TCP 192.168.1.20 192.168.1.4 11220 28288 21 0.3 87 80 0
3 Edge 1 265 15 65 UDP 192.168.1.20 192.168.1.22 7604 46207 19 1 81 94 0
1 Edge 1 90 15 102 UDP 192.168.1.22 192.168.1.22 17204 43814 34 1.5 86 82 0
1 Sensor 2 114 11 182 UDP 192.168.1.7 192.168.1.22 4716 29988 18 1.2 90 91 0
3 Sensor 3 269 13 134 TCP 192.168.1.19 192.168.1.19 18588 30407 18 0.1 100 94 0
2 Sensor 3 452 12 173 UDP 192.168.1.19 192.168.1.5 10528 29933 14 0.4 89 90 0
1 Edge 1 509 13 145 UDP 192.168.1.6 192.168.1.17 10794 47655 30 0.3 86 83 0
2 Sensor 1 192 16 120 UDP 192.168.1.12 192.168.1.24 8156 26068 24 1 84 89 0
